projectId,designId,designName,panelIndex,month,hour,power
524,764,mostPopular,1,11,22,0
524,764,mostPopular,1,11,23,0
524,764,mostPopular,1,12,0,0
524,764,mostPopular,1,12,1,0
524,764,mostPopular,1,12,2,0
524,764,mostPopular,1,12,3,0
524,764,mostPopular,1,12,4,0
524,764,mostPopular,1,12,5,0.03753928304544
524,764,mostPopular,1,12,6,0.09489152821632
524,764,mostPopular,1,12,7,0.15757179898944
524,764,mostPopular,1,12,8,0.21379968894768
524,764,mostPopular,1,12,9,0.25793991625952
524,764,mostPopular,1,12,10,0.28444498658752
524,764,mostPopular,1,12,11,0.29422991573536
524,764,mostPopular,1,12,12,0.28080518202528
524,764,mostPopular,1,12,13,0.2460075699488
524,764,mostPopular,1,12,14,0.19233564664512
524,764,mostPopular,1,12,15,0.13150566613184
524,764,mostPopular,1,12,16,0.06900772323104
524,764,mostPopular,1,12,17,0.02808862166352
524,764,mostPopular,1,12,18,0.01214168571968
524,764,mostPopular,1,12,19,0
524,764,mostPopular,1,12,20,0
524,764,mostPopular,1,12,21,0
524,764,mostPopular,1,12,22,0
524,764,mostPopular,1,12,23,0
524,764,mostPopular,2,1,0,0
524,764,mostPopular,2,1,1,0
524,764,mostPopular,2,1,2,0
524,764,mostPopular,2,1,3,0
524,764,mostPopular,2,1,4,0
524,764,mostPopular,2,1,5,0.004334275528
524,764,mostPopular,2,1,6,0.021357109928
524,764,mostPopular,2,1,7,0.058306481442
524,764,mostPopular,2,1,8,0.115228220778
524,764,mostPopular,2,1,9,0.172758853806
524,764,mostPopular,2,1,10,0.225329949504
524,764,mostPopular,2,1,11,0.264767273738
524,764,mostPopular,2,1,12,0.288121293086
524,764,mostPopular,2,1,13,0.289280155274
524,764,mostPopular,2,1,14,0.266332065054
524,764,mostPopular,2,1,15,0.226446254606
524,764,mostPopular,2,1,16,0.169256078266
524,764,mostPopular,2,1,17,0.103325331186
524,764,mostPopular,2,1,18,0.039908725802
524,764,mostPopular,2,1,19,0
524,764,mostPopular,2,1,20,0
524,764,mostPopular,2,1,21,0
524,764,mostPopular,2,1,22,0
524,764,mostPopular,2,1,23,0
524,764,mostPopular,2,2,0,0
524,764,mostPopular,2,2,1,0
524,764,mostPopular,2,2,2,0
524,764,mostPopular,2,2,3,0
524,764,mostPopular,2,2,4,0
524,764,mostPopular,2,2,5,0
524,764,mostPopular,2,2,6,0.0130641009114
524,764,mostPopular,2,2,7,0.043977000375
524,764,mostPopular,2,2,8,0.101490540294
524,764,mostPopular,2,2,9,0.1608234715428
524,764,mostPopular,2,2,10,0.2148289033176
524,764,mostPopular,2,2,11,0.2571406412784
524,764,mostPopular,2,2,12,0.282223446978
524,764,mostPopular,2,2,13,0.2838451512204
524,764,mostPopular,2,2,14,0.259120862781
524,764,mostPopular,2,2,15,0.2174926530546
524,764,mostPopular,2,2,16,0.159757971648
524,764,mostPopular,2,2,17,0.0921422865
524,764,mostPopular,2,2,18,0.0297736857396
524,764,mostPopular,2,2,19,0
524,764,mostPopular,2,2,20,0
524,764,mostPopular,2,2,21,0
524,764,mostPopular,2,2,22,0
524,764,mostPopular,2,2,23,0
524,764,mostPopular,2,3,0,0
524,764,mostPopular,2,3,1,0
524,764,mostPopular,2,3,2,0
524,764,mostPopular,2,3,3,0
524,764,mostPopular,2,3,4,0
524,764,mostPopular,2,3,5,0
524,764,mostPopular,2,3,6,0.005325754203
524,764,mostPopular,2,3,7,0.03161300066276
524,764,mostPopular,2,3,8,0.08614872370148
524,764,mostPopular,2,3,9,0.14222976081688
524,764,mostPopular,2,3,10,0.19122669948448
524,764,mostPopular,2,3,11,0.22677230467936
524,764,mostPopular,2,3,12,0.2448663432446
524,764,mostPopular,2,3,13,0.24334131775536
524,764,mostPopular,2,3,14,0.21854866390368
524,764,mostPopular,2,3,15,0.17601702176696
524,764,mostPopular,2,3,16,0.12065284807444
524,764,mostPopular,2,3,17,0.05786305137888
524,764,mostPopular,2,3,18,0.00212353881872
524,764,mostPopular,2,3,19,0
524,764,mostPopular,2,3,20,0
524,764,mostPopular,2,3,21,0
524,764,mostPopular,2,3,22,0
524,764,mostPopular,2,3,23,0
524,764,mostPopular,2,4,0,0
524,764,mostPopular,2,4,1,0
524,764,mostPopular,2,4,2,0
524,764,mostPopular,2,4,3,0
524,764,mostPopular,2,4,4,0
524,764,mostPopular,2,4,5,0
524,764,mostPopular,2,4,6,0.00048972176352
524,764,mostPopular,2,4,7,0.02116346204434
524,764,mostPopular,2,4,8,0.07141435633442
524,764,mostPopular,2,4,9,0.12416827297138
524,764,mostPopular,2,4,10,0.1681548097031
524,764,mostPopular,2,4,11,0.19770475694772
524,764,mostPopular,2,4,12,0.20851264420096
524,764,mostPopular,2,4,13,0.20181637925394
524,764,mostPopular,2,4,14,0.17340571527862
524,764,mostPopular,2,4,15,0.1313066478438
524,764,mostPopular,2,4,16,0.077879363782
524,764,mostPopular,2,4,17,0.01616421904174
524,764,mostPopular,2,4,18,0
524,764,mostPopular,2,4,19,0
524,764,mostPopular,2,4,20,0
524,764,mostPopular,2,4,21,0
524,764,mostPopular,2,4,22,0
524,764,mostPopular,2,4,23,0
524,764,mostPopular,2,5,0,0
524,764,mostPopular,2,5,1,0
524,764,mostPopular,2,5,2,0
524,764,mostPopular,2,5,3,0
524,764,mostPopular,2,5,4,0
524,764,mostPopular,2,5,5,0
524,764,mostPopular,2,5,6,0
524,764,mostPopular,2,5,7,0.01043607308128
524,764,mostPopular,2,5,8,0.055322115156
524,764,mostPopular,2,5,9,0.10390312813188
524,764,mostPopular,2,5,10,0.14684606628538
524,764,mostPopular,2,5,11,0.17436028121204
524,764,mostPopular,2,5,12,0.1825800547417
524,764,mostPopular,2,5,13,0.17275184193806
524,764,mostPopular,2,5,14,0.14228028431232
524,764,mostPopular,2,5,15,0.09929978175964
524,764,mostPopular,2,5,16,0.04818146436642
524,764,mostPopular,2,5,17,0
524,764,mostPopular,2,5,18,0
524,764,mostPopular,2,5,19,0
524,764,mostPopular,2,5,20,0
524,764,mostPopular,2,5,21,0
524,764,mostPopular,2,5,22,0
524,764,mostPopular,2,5,23,0
524,764,mostPopular,2,6,0,0
524,764,mostPopular,2,6,1,0
524,764,mostPopular,2,6,2,0
524,764,mostPopular,2,6,3,0
524,764,mostPopular,2,6,4,0
524,764,mostPopular,2,6,5,0
524,764,mostPopular,2,6,6,0
524,764,mostPopular,2,6,7,0.0039120792326
524,764,mostPopular,2,6,8,0.04360064234988
524,764,mostPopular,2,6,9,0.09140417336204
524,764,mostPopular,2,6,10,0.13239791689586
524,764,mostPopular,2,6,11,0.16077260839178
524,764,mostPopular,2,6,12,0.1714217727453
524,764,mostPopular,2,6,13,0.1604298687068
524,764,mostPopular,2,6,14,0.13103042017296
524,764,mostPopular,2,6,15,0.08989819595834
524,764,mostPopular,2,6,16,0.04113568623164
524,764,mostPopular,2,6,17,0
524,764,mostPopular,2,6,18,0
524,764,mostPopular,2,6,19,0
524,764,mostPopular,2,6,20,0
524,764,mostPopular,2,6,21,0
524,764,mostPopular,2,6,22,0
524,764,mostPopular,2,6,23,0
524,764,mostPopular,2,7,0,0
524,764,mostPopular,2,7,1,0
524,764,mostPopular,2,7,2,0
524,764,mostPopular,2,7,3,0
524,764,mostPopular,2,7,4,0
524,764,mostPopular,2,7,5,0
524,764,mostPopular,2,7,6,0
524,764,mostPopular,2,7,7,0.0038649862933
524,764,mostPopular,2,7,8,0.04208502115422
524,764,mostPopular,2,7,9,0.08828460619198
524,764,mostPopular,2,7,10,0.13192602092978
524,764,mostPopular,2,7,11,0.16112659898786
524,764,mostPopular,2,7,12,0.171931228832
524,764,mostPopular,2,7,13,0.16357037955896
524,764,mostPopular,2,7,14,0.13775643074622
524,764,mostPopular,2,7,15,0.09642707507356
524,764,mostPopular,2,7,16,0.04859483663298
524,764,mostPopular,2,7,17,0
524,764,mostPopular,2,7,18,0
524,764,mostPopular,2,7,19,0
524,764,mostPopular,2,7,20,0
524,764,mostPopular,2,7,21,0
524,764,mostPopular,2,7,22,0
524,764,mostPopular,2,7,23,0
524,764,mostPopular,2,8,0,0
524,764,mostPopular,2,8,1,0
524,764,mostPopular,2,8,2,0
524,764,mostPopular,2,8,3,0
524,764,mostPopular,2,8,4,0
524,764,mostPopular,2,8,5,0
524,764,mostPopular,2,8,6,0
524,764,mostPopular,2,8,7,0.0141271662345
524,764,mostPopular,2,8,8,0.06217339858884
524,764,mostPopular,2,8,9,0.11657772244602
524,764,mostPopular,2,8,10,0.16307083321188
524,764,mostPopular,2,8,11,0.19333243666242
524,764,mostPopular,2,8,12,0.20452669918296
524,764,mostPopular,2,8,13,0.19333937024094
524,764,mostPopular,2,8,14,0.1632337723071
524,764,mostPopular,2,8,15,0.1205749304628
524,764,mostPopular,2,8,16,0.06916937931552
524,764,mostPopular,2,8,17,0.00534578903892
524,764,mostPopular,2,8,18,0
524,764,mostPopular,2,8,19,0
524,764,mostPopular,2,8,20,0
524,764,mostPopular,2,8,21,0
524,764,mostPopular,2,8,22,0
524,764,mostPopular,2,8,23,0
524,764,mostPopular,2,9,0,0
524,764,mostPopular,2,9,1,0
524,764,mostPopular,2,9,2,0
524,764,mostPopular,2,9,3,0
524,764,mostPopular,2,9,4,0
524,764,mostPopular,2,9,5,0
524,764,mostPopular,2,9,6,0.0058629353024
524,764,mostPopular,2,9,7,0.0381401917402
524,764,mostPopular,2,9,8,0.0937758525638
524,764,mostPopular,2,9,9,0.1501754925748
524,764,mostPopular,2,9,10,0.1966019201168
524,764,mostPopular,2,9,11,0.2246340795314
524,764,mostPopular,2,9,12,0.2329894537212
524,764,mostPopular,2,9,13,0.2216438442504
524,764,mostPopular,2,9,14,0.1889966974368
524,764,mostPopular,2,9,15,0.1447101030034
524,764,mostPopular,2,9,16,0.0886596118518
524,764,mostPopular,2,9,17,0.0343721495942
524,764,mostPopular,2,9,18,0
524,764,mostPopular,2,9,19,0
524,764,mostPopular,2,9,20,0
524,764,mostPopular,2,9,21,0
524,764,mostPopular,2,9,22,0
524,764,mostPopular,2,9,23,0
524,764,mostPopular,2,10,0,0
524,764,mostPopular,2,10,1,0
524,764,mostPopular,2,10,2,0
524,764,mostPopular,2,10,3,0
524,764,mostPopular,2,10,4,0
524,764,mostPopular,2,10,5,0.0021655567164
524,764,mostPopular,2,10,6,0.0176386985544
524,764,mostPopular,2,10,7,0.0643996945284
524,764,mostPopular,2,10,8,0.1227877489608
524,764,mostPopular,2,10,9,0.1779547939554
524,764,mostPopular,2,10,10,0.2205417989082
524,764,mostPopular,2,10,11,0.2506170779112
524,764,mostPopular,2,10,12,0.2586269051982
524,764,mostPopular,2,10,13,0.2467300060764
524,764,mostPopular,2,10,14,0.2160159903132
524,764,mostPopular,2,10,15,0.1708228027506
524,764,mostPopular,2,10,16,0.1123732656354
524,764,mostPopular,2,10,17,0.0507266290146
524,764,mostPopular,2,10,18,0.0002288522082
524,764,mostPopular,2,10,19,0
524,764,mostPopular,2,10,20,0
524,764,mostPopular,2,10,21,0
524,764,mostPopular,2,10,22,0
524,764,mostPopular,2,10,23,0
524,764,mostPopular,2,11,0,0
524,764,mostPopular,2,11,1,0
524,764,mostPopular,2,11,2,0
524,764,mostPopular,2,11,3,0
524,764,mostPopular,2,11,4,0
524,764,mostPopular,2,11,5,0.0086518844192
524,764,mostPopular,2,11,6,0.0262216552224
524,764,mostPopular,2,11,7,0.0803905681568
524,764,mostPopular,2,11,8,0.139429363216
524,764,mostPopular,2,11,9,0.1949555682272
524,764,mostPopular,2,11,10,0.2396984628192
524,764,mostPopular,2,11,11,0.27273727096
524,764,mostPopular,2,11,12,0.2836945057408
524,764,mostPopular,2,11,13,0.273692149808
524,764,mostPopular,2,11,14,0.241055754896
524,764,mostPopular,2,11,15,0.1936903537536
524,764,mostPopular,2,11,16,0.1334647806976
524,764,mostPopular,2,11,17,0.069757310128
524,764,mostPopular,2,11,18,0.0137161525952
524,764,mostPopular,2,11,19,0
524,764,mostPopular,2,11,20,0
524,764,mostPopular,2,11,21,0
524,764,mostPopular,2,11,22,0
524,764,mostPopular,2,11,23,0
524,764,mostPopular,2,12,0,0
524,764,mostPopular,2,12,1,0
524,764,mostPopular,2,12,2,0
524,764,mostPopular,2,12,3,0
524,764,mostPopular,2,12,4,0
524,764,mostPopular,2,12,5,0.00978492914784
524,764,mostPopular,2,12,6,0.02637338908688
524,764,mostPopular,2,12,7,0.07634473187088
524,764,mostPopular,2,12,8,0.13592880525664
524,764,mostPopular,2,12,9,0.19421632488368
524,764,mostPopular,2,12,10,0.24375548308144
524,764,mostPopular,2,12,11,0.2819666781008
524,764,mostPopular,2,12,12,0.30059450905616
524,764,mostPopular,2,12,13,0.29666095403296
524,764,mostPopular,2,12,14,0.26675918297248
524,764,mostPopular,2,12,15,0.22129539036528
524,764,mostPopular,2,12,16,0.16126900306704
524,764,mostPopular,2,12,17,0.0943040272944
524,764,mostPopular,2,12,18,0.0330216035424
524,764,mostPopular,2,12,19,0
524,764,mostPopular,2,12,20,0
524,764,mostPopular,2,12,21,0
524,764,mostPopular,2,12,22,0
524,764,mostPopular,2,12,23,0
524,765,maxValue,0,1,0,0
524,765,maxValue,0,1,1,0
524,765,maxValue,0,1,2,0
524,765,maxValue,0,1,3,0
524,765,maxValue,0,1,4,0
524,765,maxValue,0,1,5,0.004334275528
524,765,maxValue,0,1,6,0.02075476348
524,765,maxValue,0,1,7,0.052243733498
524,765,maxValue,0,1,8,0.098329784014
524,765,maxValue,0,1,9,0.146402923084
524,765,maxValue,0,1,10,0.192557719662
524,765,maxValue,0,1,11,0.230590660058
524,765,maxValue,0,1,12,0.25783046872
524,765,maxValue,0,1,13,0.268908405568
524,765,maxValue,0,1,14,0.260491923406
524,765,maxValue,0,1,15,0.237278669804
524,765,maxValue,0,1,16,0.195785510954
524,765,maxValue,0,1,17,0.139858952706
524,765,maxValue,0,1,18,0.074386512706
524,765,maxValue,0,1,19,0
524,765,maxValue,0,1,20,0
524,765,maxValue,0,1,21,0
524,765,maxValue,0,1,22,0
524,765,maxValue,0,1,23,0
524,765,maxValue,0,2,0,0
524,765,maxValue,0,2,1,0
524,765,maxValue,0,2,2,0
524,765,maxValue,0,2,3,0
524,765,maxValue,0,2,4,0
524,765,maxValue,0,2,5,0
524,765,maxValue,0,2,6,0.0130641009114
524,765,maxValue,0,2,7,0.0318845817576
524,765,maxValue,0,2,8,0.0740589439458
524,765,maxValue,0,2,9,0.1221237112128
524,765,maxValue,0,2,10,0.1683322302354
524,765,maxValue,0,2,11,0.2077858820004
524,765,maxValue,0,2,12,0.2358406952682
524,765,maxValue,0,2,13,0.2469982885062
524,765,maxValue,0,2,14,0.2373953869386
524,765,maxValue,0,2,15,0.2125906834128
524,765,maxValue,0,2,16,0.171099849459
524,765,maxValue,0,2,17,0.114340200975
524,765,maxValue,0,2,18,0.0523334681034
524,765,maxValue,0,2,19,0
524,765,maxValue,0,2,20,0
524,765,maxValue,0,2,21,0
524,765,maxValue,0,2,22,0
524,765,maxValue,0,2,23,0
524,765,maxValue,0,3,0,0
524,765,maxValue,0,3,1,0
524,765,maxValue,0,3,2,0
524,765,maxValue,0,3,3,0
524,765,maxValue,0,3,4,0
524,765,maxValue,0,3,5,0
524,765,maxValue,0,3,6,0.005325754203
524,765,maxValue,0,3,7,0.02301740245068
524,765,maxValue,0,3,8,0.04638309231908
524,765,maxValue,0,3,9,0.09034846130156
524,765,maxValue,0,3,10,0.13190625124116
524,765,maxValue,0,3,11,0.1657915736972
524,765,maxValue,0,3,12,0.18774044387604
524,765,maxValue,0,3,13,0.19510520111676
524,765,maxValue,0,3,14,0.18448074416068
524,765,maxValue,0,3,15,0.15822731201332
524,765,maxValue,0,3,16,0.11826217618776
524,765,maxValue,0,3,17,0.06580941479288
524,765,maxValue,0,3,18,0.00316840107188
524,765,maxValue,0,3,19,0
524,765,maxValue,0,3,20,0
524,765,maxValue,0,3,21,0
524,765,maxValue,0,3,22,0
524,765,maxValue,0,3,23,0
524,765,maxValue,0,4,0,0
524,765,maxValue,0,4,1,0
524,765,maxValue,0,4,2,0
524,765,maxValue,0,4,3,0
524,765,maxValue,0,4,4,0
524,765,maxValue,0,4,5,0
524,765,maxValue,0,4,6,0.00048972176352
524,765,maxValue,0,4,7,0.01459302838378
524,765,maxValue,0,4,8,0.02918605676756
524,765,maxValue,0,4,9,0.05882442599726
524,765,maxValue,0,4,10,0.09572360054026
524,765,maxValue,0,4,11,0.12480763194042
524,765,maxValue,0,4,12,0.14169963193628
524,765,maxValue,0,4,13,0.145046063987
524,765,maxValue,0,4,14,0.13150049604186
524,765,maxValue,0,4,15,0.10527997662006
524,765,maxValue,0,4,16,0.0670986832934
524,765,maxValue,0,4,17,0.01654851459228
524,765,maxValue,0,4,18,0
524,765,maxValue,0,4,19,0
524,765,maxValue,0,4,20,0
524,765,maxValue,0,4,21,0
524,765,maxValue,0,4,22,0
524,765,maxValue,0,4,23,0
524,765,maxValue,0,5,0,0
524,765,maxValue,0,5,1,0
524,765,maxValue,0,5,2,0
524,765,maxValue,0,5,3,0
524,765,maxValue,0,5,4,0
524,765,maxValue,0,5,5,0
524,765,maxValue,0,5,6,0
524,765,maxValue,0,5,7,0.0069152643945
524,765,maxValue,0,5,8,0.02165416865458
524,765,maxValue,0,5,9,0.03277323081186
524,765,maxValue,0,5,10,0.0656011007498
524,765,maxValue,0,5,11,0.09216254591544
524,765,maxValue,0,5,12,0.10721904009586
524,765,maxValue,0,5,13,0.10904262092878
524,765,maxValue,0,5,14,0.09499695058084
524,765,maxValue,0,5,15,0.06940534990312
524,765,maxValue,0,5,16,0.03456266219098
524,765,maxValue,0,5,17,0
524,765,maxValue,0,5,18,0
524,765,maxValue,0,5,19,0
524,765,maxValue,0,5,20,0
524,765,maxValue,0,5,21,0
524,765,maxValue,0,5,22,0
524,765,maxValue,0,5,23,0
524,765,maxValue,0,6,0,0
524,765,maxValue,0,6,1,0
524,765,maxValue,0,6,2,0
524,765,maxValue,0,6,3,0
524,765,maxValue,0,6,4,0
524,765,maxValue,0,6,5,0
524,765,maxValue,0,6,6,0
524,765,maxValue,0,6,7,0.00333392239026
524,765,maxValue,0,6,8,0.01666614993428
524,765,maxValue,0,6,9,0.02738109261118
524,765,maxValue,0,6,10,0.04912948353082
524,765,maxValue,0,6,11,0.07479341570008
524,765,maxValue,0,6,12,0.09085025063884
524,765,maxValue,0,6,13,0.09276128403388
524,765,maxValue,0,6,14,0.08060268025964
524,765,maxValue,0,6,15,0.05730330571504
524,765,maxValue,0,6,16,0.02517578776944
524,765,maxValue,0,6,17,0
524,765,maxValue,0,6,18,0
524,765,maxValue,0,6,19,0
524,765,maxValue,0,6,20,0
524,765,maxValue,0,6,21,0
524,765,maxValue,0,6,22,0
524,765,maxValue,0,6,23,0
524,765,maxValue,0,7,0,0
524,765,maxValue,0,7,1,0
524,765,maxValue,0,7,2,0
524,765,maxValue,0,7,3,0
524,765,maxValue,0,7,4,0
524,765,maxValue,0,7,5,0
524,765,maxValue,0,7,6,0
524,765,maxValue,0,7,7,0.00378872647406
524,765,maxValue,0,7,8,0.01743923411802
524,765,maxValue,0,7,9,0.02725248631204
524,765,maxValue,0,7,10,0.05241476030582
524,765,maxValue,0,7,11,0.07894277833508
524,765,maxValue,0,7,12,0.09506826374892
524,765,maxValue,0,7,13,0.0978898770608
524,765,maxValue,0,7,14,0.08754973884294
524,765,maxValue,0,7,15,0.06416917153504
524,765,maxValue,0,7,16,0.03272586152022
524,765,maxValue,0,7,17,0
524,765,maxValue,0,7,18,0
524,765,maxValue,0,7,19,0
524,765,maxValue,0,7,20,0
524,765,maxValue,0,7,21,0
524,765,maxValue,0,7,22,0
524,765,maxValue,0,7,23,0
524,765,maxValue,0,8,0,0
524,765,maxValue,0,8,1,0
524,765,maxValue,0,8,2,0
524,765,maxValue,0,8,3,0
524,765,maxValue,0,8,4,0
524,765,maxValue,0,8,5,0
524,765,maxValue,0,8,6,0
524,765,maxValue,0,8,7,0.01011955784994
524,765,maxValue,0,8,8,0.0245795358534
524,765,maxValue,0,8,9,0.04405942470534
524,765,maxValue,0,8,10,0.08135861035368
524,765,maxValue,0,8,11,0.11131166956008
524,765,maxValue,0,8,12,0.128964560472
524,765,maxValue,0,8,13,0.13093369677168
524,765,maxValue,0,8,14,0.11714627588466
524,765,maxValue,0,8,15,0.09139149847212
524,765,maxValue,0,8,16,0.05563850083374
524,765,maxValue,0,8,17,0.00527992004298
524,765,maxValue,0,8,18,0
524,765,maxValue,0,8,19,0
524,765,maxValue,0,8,20,0
524,765,maxValue,0,8,21,0
524,765,maxValue,0,8,22,0
524,765,maxValue,0,8,23,0
524,765,maxValue,0,9,0,0
524,765,maxValue,0,9,1,0
524,765,maxValue,0,9,2,0
524,765,maxValue,0,9,3,0
524,765,maxValue,0,9,4,0
524,765,maxValue,0,9,5,0
524,765,maxValue,0,9,6,0.0058629353024
524,765,maxValue,0,9,7,0.0225425714074
524,765,maxValue,0,9,8,0.0422055289546
524,765,maxValue,0,9,9,0.0858318517826
524,765,maxValue,0,9,10,0.1264921377654
524,765,maxValue,0,9,11,0.1563875767366
524,765,maxValue,0,9,12,0.1722686644602
524,765,maxValue,0,9,13,0.172742262418
524,765,maxValue,0,9,14,0.1556028560328
524,765,maxValue,0,9,15,0.126713380607
524,765,maxValue,0,9,16,0.0848466297536
524,765,maxValue,0,9,17,0.0392498628676
524,765,maxValue,0,9,18,0
524,765,maxValue,0,9,19,0
524,765,maxValue,0,9,20,0
524,765,maxValue,0,9,21,0
524,765,maxValue,0,9,22,0
524,765,maxValue,0,9,23,0
524,765,maxValue,0,10,0,0
524,765,maxValue,0,10,1,0
524,765,maxValue,0,10,2,0
524,765,maxValue,0,10,3,0
524,765,maxValue,0,10,4,0
524,765,maxValue,0,10,5,0.0021655567164
524,765,maxValue,0,10,6,0.0183662436342
524,765,maxValue,0,10,7,0.0392601086724
524,765,maxValue,0,10,8,0.0835378874022
524,765,maxValue,0,10,9,0.1298685045966
524,765,maxValue,0,10,10,0.1690534677678
524,765,maxValue,0,10,11,0.1998904488966
524,765,maxValue,0,10,12,0.2149297962504
524,765,maxValue,0,10,13,0.2142773966718
524,765,maxValue,0,10,14,0.1978751831826
524,765,maxValue,0,10,15,0.167967273705
524,765,maxValue,0,10,16,0.1230712524426
524,765,maxValue,0,10,17,0.0681398910654
524,765,maxValue,0,10,18,0.0002288522082
524,765,maxValue,0,10,19,0
524,765,maxValue,0,10,20,0
524,765,maxValue,0,10,21,0
524,765,maxValue,0,10,22,0
524,765,maxValue,0,10,23,0
524,765,maxValue,0,11,0,0
524,765,maxValue,0,11,1,0
524,765,maxValue,0,11,2,0
524,765,maxValue,0,11,3,0
524,765,maxValue,0,11,4,0
524,765,maxValue,0,11,5,0.0086518844192
524,765,maxValue,0,11,6,0.026395579584
524,765,maxValue,0,11,7,0.0661048985344
524,765,maxValue,0,11,8,0.1141114326176
524,765,maxValue,0,11,9,0.1615825524896
524,765,maxValue,0,11,10,0.2027378308384
524,765,maxValue,0,11,11,0.2363086429088
524,765,maxValue,0,11,12,0.2539363884992
524,765,maxValue,0,11,13,0.2554778357824
524,765,maxValue,0,11,14,0.2376011396352
524,765,maxValue,0,11,15,0.205759340336
524,765,maxValue,0,11,16,0.1585917355264
524,765,maxValue,0,11,17,0.1008147446592
524,765,maxValue,0,11,18,0.0335844531968
524,765,maxValue,0,11,19,0
524,765,maxValue,0,11,20,0
524,765,maxValue,0,11,21,0
524,765,maxValue,0,11,22,0
524,765,maxValue,0,11,23,0
524,765,maxValue,0,12,0,0
524,765,maxValue,0,12,1,0
524,765,maxValue,0,12,2,0
524,765,maxValue,0,12,3,0
524,765,maxValue,0,12,4,0
524,765,maxValue,0,12,5,0.00978492914784
524,765,maxValue,0,12,6,0.02837224279824
524,765,maxValue,0,12,7,0.07049673418832
524,765,maxValue,0,12,8,0.11935385108592
524,765,maxValue,0,12,9,0.16891326793616
524,765,maxValue,0,12,10,0.21378618317936
524,765,maxValue,0,12,11,0.25170362773776
524,765,maxValue,0,12,12,0.27608491599744
524,765,maxValue,0,12,13,0.28352659434176
524,765,maxValue,0,12,14,0.26897075253488
524,765,maxValue,0,12,15,0.24011905496128
524,765,maxValue,0,12,16,0.19471603831152
524,765,maxValue,0,12,17,0.13540545673424
524,765,maxValue,0,12,18,0.06925420350288
524,765,maxValue,0,12,19,0
524,765,maxValue,0,12,20,0
524,765,maxValue,0,12,21,0
524,765,maxValue,0,12,22,0
524,765,maxValue,0,12,23,0
524,765,maxValue,1,1,0,0
524,765,maxValue,1,1,1,0
524,765,maxValue,1,1,2,0
524,765,maxValue,1,1,3,0
524,765,maxValue,1,1,4,0
524,765,maxValue,1,1,5,0.015356560802
524,765,maxValue,1,1,6,0.072455075726
524,765,maxValue,1,1,7,0.13254895478
524,765,maxValue,1,1,8,0.18957545002
524,765,maxValue,1,1,9,0.236345687534
524,765,maxValue,1,1,10,0.269464921308
524,765,maxValue,1,1,11,0.282009440812
524,765,maxValue,1,1,12,0.27450957281
524,765,maxValue,1,1,13,0.244657413792
524,765,maxValue,1,1,14,0.196315837718
524,765,maxValue,1,1,15,0.138238509816
524,765,maxValue,1,1,16,0.075823632764
524,765,maxValue,1,1,17,0.028392123606
524,765,maxValue,1,1,18,0.013300726186
524,765,maxValue,1,1,19,0
524,765,maxValue,1,1,20,0
524,765,maxValue,1,1,21,0
524,765,maxValue,1,1,22,0
524,765,maxValue,1,1,23,0
524,765,maxValue,1,2,0,0
524,765,maxValue,1,2,1,0
524,765,maxValue,1,2,2,0
524,765,maxValue,1,2,3,0
524,765,maxValue,1,2,4,0
524,765,maxValue,1,2,5,0
524,765,maxValue,1,2,6,0.0518409256992
524,765,maxValue,1,2,7,0.1139783330862
524,765,maxValue,1,2,8,0.1748056446906
524,765,maxValue,1,2,9,0.223922509338
524,765,maxValue,1,2,10,0.2583569194602
524,765,maxValue,1,2,11,0.2738602779924
524,765,maxValue,1,2,12,0.2677520820546
524,765,maxValue,1,2,13,0.2381526290022
524,765,maxValue,1,2,14,0.1888112722386
524,765,maxValue,1,2,15,0.1303796600832
524,765,maxValue,1,2,16,0.0683628753258
524,765,maxValue,1,2,17,0.025448024217
524,765,maxValue,1,2,18,0.0080884174404
524,765,maxValue,1,2,19,0
524,765,maxValue,1,2,20,0
524,765,maxValue,1,2,21,0
524,765,maxValue,1,2,22,0
524,765,maxValue,1,2,23,0
524,765,maxValue,1,3,0,0
524,765,maxValue,1,3,1,0
524,765,maxValue,1,3,2,0
524,765,maxValue,1,3,3,0
524,765,maxValue,1,3,4,0
524,765,maxValue,1,3,5,0
524,765,maxValue,1,3,6,0.0293677303194
524,765,maxValue,1,3,7,0.09170103379756
524,765,maxValue,1,3,8,0.15148473812076
524,765,maxValue,1,3,9,0.19704276121728
524,765,maxValue,1,3,10,0.22628876001204
524,765,maxValue,1,3,11,0.23608138488308
524,765,maxValue,1,3,12,0.2261839356436
524,765,maxValue,1,3,13,0.19756350162824
524,765,maxValue,1,3,14,0.15187360271336
524,765,maxValue,1,3,15,0.0977064556798
524,765,maxValue,1,3,16,0.04278863091096
524,765,maxValue,1,3,17,0.01467203015036
524,765,maxValue,1,3,18,0.0010313365282
524,765,maxValue,1,3,19,0
524,765,maxValue,1,3,20,0
524,765,maxValue,1,3,21,0
524,765,maxValue,1,3,22,0
524,765,maxValue,1,3,23,0
524,765,maxValue,1,4,0,0
524,765,maxValue,1,4,1,0
524,765,maxValue,1,4,2,0
524,765,maxValue,1,4,3,0
524,765,maxValue,1,4,4,0
524,765,maxValue,1,4,5,0
524,765,maxValue,1,4,6,0.00050332514584
524,765,maxValue,1,4,7,0.06785707185774
524,765,maxValue,1,4,8,0.12621218116496
